Volume,Volume Weighted,Open Price,Close Price,Highest Price,Lowest Price,Timestamp,Number of Transaction,Stock Name,Strike,Strike Date,Stock Close Price
121,2.4349,2.36,2.55,2.55,2.36,2024-03-22 16:40:00,16,SPY,519,2024-03-22,521.503
120,2.6411,2.6,2.68,2.7,2.57,2024-03-22 16:45:00,18,SPY,519,2024-03-22,521.6
86,2.8385,2.68,2.89,2.9,2.68,2024-03-22 16:50:00,24,SPY,519,2024-03-22,521.775
60,2.8278,2.9,2.89,2.9,2.75,2024-03-22 16:55:00,14,SPY,519,2024-03-22,521.84
71,2.881,2.92,2.95,2.95,2.87,2024-03-22 17:00:00,13,SPY,519,2024-03-22,521.91
84,2.9991,2.97,2.98,3.04,2.94,2024-03-22 17:05:00,17,SPY,519,2024-03-22,521.95
57,2.9646,2.9,3.06,3.1,2.87,2024-03-22 17:10:00,15,SPY,519,2024-03-22,522.03
164,3.1344,3.06,3.15,3.21,3.03,2024-03-22 17:15:00,22,SPY,519,2024-03-22,522.055
32,2.9978,2.98,3.03,3.05,2.94,2024-03-22 17:20:00,16,SPY,519,2024-03-22,521.9446
24,3.0825,2.99,3.09,3.1,2.99,2024-03-22 17:25:00,10,SPY,519,2024-03-22,522.0427
55,3.2194,3.1,3.15,3.25,3.1,2024-03-22 17:30:00,8,SPY,519,2024-03-22,522.12
341,3.0963,3.19,3.06,3.19,3.06,2024-03-22 17:35:00,7,SPY,519,2024-03-22,521.96
4,3.0,3.0,3.0,3.0,3.0,2024-03-22 17:40:00,2,SPY,519,2024-03-22,522.125
19,3.2716,3.19,3.34,3.35,3.19,2024-03-22 17:45:00,6,SPY,519,2024-03-22,522.2499
49,3.4926,3.43,3.45,3.53,3.4,2024-03-22 17:50:00,18,SPY,519,2024-03-22,522.45
35,3.5154,3.53,3.52,3.59,3.45,2024-03-22 17:55:00,12,SPY,519,2024-03-22,522.545
109,3.5341,3.48,3.6,3.6,3.42,2024-03-22 18:00:00,12,SPY,519,2024-03-22,522.56
75,3.5085,3.59,3.35,3.62,3.35,2024-03-22 18:05:00,10,SPY,519,2024-03-22,522.35
33,3.3906,3.34,3.37,3.44,3.34,2024-03-22 18:10:00,7,SPY,519,2024-03-22,522.345
49,3.3298,3.28,3.2,3.36,3.2,2024-03-22 18:15:00,6,SPY,519,2024-03-22,522.1999
77,3.0943,3.21,3.2,3.21,3.01,2024-03-22 18:20:00,17,SPY,519,2024-03-22,522.2072
87,3.3661,3.2,3.45,3.58,3.2,2024-03-22 18:25:00,14,SPY,519,2024-03-22,522.5099
13,3.3962,3.52,3.37,3.53,3.35,2024-03-22 18:30:00,8,SPY,519,2024-03-22,522.36
34,3.4491,3.45,3.44,3.5,3.41,2024-03-22 18:35:00,14,SPY,519,2024-03-22,522.37
32,3.2856,3.29,3.24,3.3,3.24,2024-03-22 18:40:00,5,SPY,519,2024-03-22,522.17
8,3.1275,3.16,3.12,3.19,3.09,2024-03-22 18:45:00,5,SPY,519,2024-03-22,522.02
53,3.08,3.08,3.11,3.11,3.05,2024-03-22 18:50:00,4,SPY,519,2024-03-22,522.01
103,3.2467,3.1,3.14,3.25,3.1,2024-03-22 18:55:00,4,SPY,519,2024-03-22,522.17
153,3.178,3.19,3.08,3.21,3.05,2024-03-22 19:00:00,11,SPY,519,2024-03-22,522.0103
338,3.0029,3.08,3.08,3.13,2.96,2024-03-22 19:05:00,12,SPY,519,2024-03-22,522.09
212,2.7868,2.95,2.6,2.95,2.38,2024-03-22 19:10:00,20,SPY,519,2024-03-22,521.48
346,2.4008,2.54,2.4,2.54,2.32,2024-03-22 19:15:00,21,SPY,519,2024-03-22,521.385
160,2.5054,2.46,2.46,2.53,2.46,2024-03-22 19:20:00,7,SPY,519,2024-03-22,521.45
76,2.6017,2.56,2.75,2.75,2.54,2024-03-22 19:25:00,10,SPY,519,2024-03-22,521.69
284,2.7101,2.78,2.55,2.78,2.45,2024-03-22 19:30:00,45,SPY,519,2024-03-22,521.54
25,2.714,2.5,2.77,2.79,2.5,2024-03-22 19:35:00,10,SPY,519,2024-03-22,521.78
11,2.8273,2.79,2.88,2.88,2.79,2024-03-22 19:40:00,8,SPY,519,2024-03-22,521.95
213,2.9581,2.94,2.87,3.23,2.76,2024-03-22 19:45:00,24,SPY,519,2024-03-22,521.98
55,3.2265,3.05,3.18,3.31,3.05,2024-03-22 19:50:00,13,SPY,519,2024-03-22,522.13
40,2.6485,3.18,2.31,3.18,2.31,2024-03-22 19:55:00,12,SPY,519,2024-03-22,521.27
513,2.354,2.38,2.25,2.63,2.11,2024-03-22 13:30:00,98,SPY,520,2024-03-22,521.96
612,2.393,2.25,2.46,2.61,2.25,2024-03-22 13:35:00,55,SPY,520,2024-03-22,522.21
676,2.2908,2.51,2.1,2.68,2.1,2024-03-22 13:40:00,93,SPY,520,2024-03-22,521.75
504,2.0017,2.12,1.93,2.12,1.88,2024-03-22 13:45:00,75,SPY,520,2024-03-22,521.5
775,2.1771,1.98,2.25,2.29,1.92,2024-03-22 13:50:00,90,SPY,520,2024-03-22,521.9601
513,2.2193,2.21,2.21,2.28,2.06,2024-03-22 13:55:00,46,SPY,520,2024-03-22,521.77
458,2.3046,2.16,2.4,2.42,2.16,2024-03-22 14:00:00,46,SPY,520,2024-03-22,522.2
132,2.4185,2.43,2.34,2.49,2.25,2024-03-22 14:05:00,38,SPY,520,2024-03-22,522.08
3024,2.1078,2.34,2.0,2.35,2.0,2024-03-22 14:10:00,72,SPY,520,2024-03-22,521.7
550,2.0305,2.0,2.14,2.21,1.94,2024-03-22 14:15:00,82,SPY,520,2024-03-22,521.91
386,1.9914,2.19,1.98,2.23,1.88,2024-03-22 14:20:00,59,SPY,520,2024-03-22,521.62
1098,1.9015,1.92,2.06,2.07,1.77,2024-03-22 14:25:00,93,SPY,520,2024-03-22,521.7999
618,1.8925,2.04,1.82,2.04,1.82,2024-03-22 14:30:00,48,SPY,520,2024-03-22,521.575
489,1.8231,1.86,1.85,1.9,1.72,2024-03-22 14:35:00,61,SPY,520,2024-03-22,521.59
1425,1.6959,1.86,1.61,1.86,1.58,2024-03-22 14:40:00,110,SPY,520,2024-03-22,521.2
1298,1.6269,1.56,1.69,1.75,1.52,2024-03-22 14:45:00,113,SPY,520,2024-03-22,521.35
461,1.5937,1.72,1.53,1.72,1.53,2024-03-22 14:50:00,69,SPY,520,2024-03-22,521.1414
1712,1.4905,1.53,1.48,1.54,1.46,2024-03-22 14:55:00,87,SPY,520,2024-03-22,521.06
3274,1.7202,1.46,1.73,1.83,1.46,2024-03-22 15:00:00,181,SPY,520,2024-03-22,521.445
936,1.7077,1.73,1.65,1.82,1.59,2024-03-22 15:05:00,93,SPY,520,2024-03-22,521.325
947,1.7835,1.69,1.75,1.86,1.69,2024-03-22 15:10:00,50,SPY,520,2024-03-22,521.51
240,1.6736,1.75,1.7,1.76,1.61,2024-03-22 15:15:00,40,SPY,520,2024-03-22,521.44
1010,1.8339,1.71,1.85,1.88,1.71,2024-03-22 15:20:00,55,SPY,520,2024-03-22,521.61
389,1.8712,1.87,1.89,1.95,1.77,2024-03-22 15:25:00,69,SPY,520,2024-03-22,521.7
743,1.9529,1.93,1.99,2.02,1.91,2024-03-22 15:30:00,60,SPY,520,2024-03-22,521.78
1185,1.9289,1.97,1.7,2.02,1.65,2024-03-22 15:35:00,84,SPY,520,2024-03-22,521.4899
865,1.7765,1.76,1.7,1.85,1.7,2024-03-22 15:40:00,21,SPY,520,2024-03-22,521.46
158,1.7334,1.65,1.69,1.81,1.65,2024-03-22 15:45:00,34,SPY,520,2024-03-22,521.47
156,1.8109,1.74,1.73,1.87,1.73,2024-03-22 15:50:00,43,SPY,520,2024-03-22,521.52
681,1.7657,1.75,1.86,1.87,1.73,2024-03-22 15:55:00,39,SPY,520,2024-03-22,521.68
349,1.8504,1.87,1.7,1.94,1.7,2024-03-22 16:00:00,56,SPY,520,2024-03-22,521.51
123,1.7094,1.71,1.7,1.78,1.65,2024-03-22 16:05:00,40,SPY,520,2024-03-22,521.51
142,1.6519,1.7,1.63,1.8,1.57,2024-03-22 16:10:00,46,SPY,520,2024-03-22,521.445
176,1.5499,1.61,1.6,1.62,1.47,2024-03-22 16:15:00,41,SPY,520,2024-03-22,521.45
88,1.637,1.63,1.65,1.69,1.57,2024-03-22 16:20:00,31,SPY,520,2024-03-22,521.43
124,1.5735,1.61,1.61,1.67,1.53,2024-03-22 16:25:00,26,SPY,520,2024-03-22,521.45
492,1.4613,1.65,1.35,1.67,1.35,2024-03-22 16:30:00,71,SPY,520,2024-03-22,521.1
278,1.3967,1.35,1.46,1.47,1.28,2024-03-22 16:35:00,65,SPY,520,2024-03-22,521.23
881,1.6172,1.47,1.68,1.69,1.47,2024-03-22 16:40:00,84,SPY,520,2024-03-22,521.503
200,1.7313,1.69,1.73,1.81,1.66,2024-03-22 16:45:00,45,SPY,520,2024-03-22,521.6
444,1.8894,1.72,1.94,1.95,1.72,2024-03-22 16:50:00,75,SPY,520,2024-03-22,521.775
247,1.8881,1.9,1.95,1.95,1.79,2024-03-22 16:55:00,58,SPY,520,2024-03-22,521.84
340,1.955,1.95,2.01,2.01,1.89,2024-03-22 17:00:00,50,SPY,520,2024-03-22,521.91
259,2.0393,2.01,2.02,2.1,1.99,2024-03-22 17:05:00,35,SPY,520,2024-03-22,521.95
178,2.05,2.02,2.1,2.15,1.89,2024-03-22 17:10:00,51,SPY,520,2024-03-22,522.03
157,2.1499,2.1,2.13,2.25,2.05,2024-03-22 17:15:00,36,SPY,520,2024-03-22,522.055
229,2.0291,2.05,2.05,2.12,1.96,2024-03-22 17:20:00,40,SPY,520,2024-03-22,521.9446
58,2.1135,2.02,2.14,2.18,2.02,2024-03-22 17:25:00,17,SPY,520,2024-03-22,522.0427
97,2.2151,2.15,2.15,2.3,2.15,2024-03-22 17:30:00,23,SPY,520,2024-03-22,522.12
43,2.0951,2.18,2.17,2.18,2.06,2024-03-22 17:35:00,11,SPY,520,2024-03-22,521.96
59,2.0771,2.06,2.19,2.19,1.99,2024-03-22 17:40:00,23,SPY,520,2024-03-22,522.125
209,2.332,2.26,2.34,2.44,2.13,2024-03-22 17:45:00,43,SPY,520,2024-03-22,522.2499
419,2.4903,2.33,2.5,2.57,2.29,2024-03-22 17:50:00,59,SPY,520,2024-03-22,522.45
298,2.5617,2.49,2.58,2.6,2.46,2024-03-22 17:55:00,42,SPY,520,2024-03-22,522.545
243,2.5501,2.57,2.56,2.64,2.46,2024-03-22 18:00:00,38,SPY,520,2024-03-22,522.56
184,2.4542,2.6,2.4,2.6,2.37,2024-03-22 18:05:00,32,SPY,520,2024-03-22,522.35
173,2.4529,2.4,2.4,2.52,2.38,2024-03-22 18:10:00,29,SPY,520,2024-03-22,522.345
263,2.3243,2.37,2.26,2.38,2.24,2024-03-22 18:15:00,50,SPY,520,2024-03-22,522.1999
292,2.1495,2.25,2.25,2.28,2.02,2024-03-22 18:20:00,45,SPY,520,2024-03-22,522.2072
397,2.3652,2.24,2.51,2.58,2.24,2024-03-22 18:25:00,48,SPY,520,2024-03-22,522.5099
189,2.4403,2.54,2.4,2.54,2.28,2024-03-22 18:30:00,40,SPY,520,2024-03-22,522.36
330,2.4716,2.43,2.42,2.5,2.42,2024-03-22 18:35:00,16,SPY,520,2024-03-22,522.37
88,2.2789,2.37,2.24,2.37,2.17,2024-03-22 18:40:00,16,SPY,520,2024-03-22,522.17
69,2.1407,2.25,2.08,2.26,2.08,2024-03-22 18:45:00,22,SPY,520,2024-03-22,522.02
35,2.1129,2.09,2.09,2.15,2.01,2024-03-22 18:50:00,11,SPY,520,2024-03-22,522.01
65,2.2163,2.06,2.2,2.28,2.06,2024-03-22 18:55:00,20,SPY,520,2024-03-22,522.17
135,2.1743,2.19,2.1,2.19,2.05,2024-03-22 19:00:00,20,SPY,520,2024-03-22,522.0103
1804,2.004,2.09,2.08,2.17,1.88,2024-03-22 19:05:00,86,SPY,520,2024-03-22,522.09
330,1.6349,2.12,1.54,2.15,1.48,2024-03-22 19:10:00,74,SPY,520,2024-03-22,521.48
357,1.453,1.57,1.52,1.59,1.3,2024-03-22 19:15:00,54,SPY,520,2024-03-22,521.385
196,1.5168,1.48,1.48,1.57,1.37,2024-03-22 19:20:00,40,SPY,520,2024-03-22,521.45
601,1.6952,1.48,1.78,1.79,1.48,2024-03-22 19:25:00,77,SPY,520,2024-03-22,521.69
594,1.7148,1.73,1.55,1.81,1.48,2024-03-22 19:30:00,102,SPY,520,2024-03-22,521.54
339,1.797,1.6,1.81,1.89,1.57,2024-03-22 19:35:00,29,SPY,520,2024-03-22,521.78
177,1.869,1.84,1.97,2.02,1.75,2024-03-22 19:40:00,37,SPY,520,2024-03-22,521.95
217,1.9543,1.95,2.02,2.06,1.84,2024-03-22 19:45:00,42,SPY,520,2024-03-22,521.98
424,2.2132,2.05,2.21,2.34,1.97,2024-03-22 19:50:00,55,SPY,520,2024-03-22,522.13
534,1.9085,2.04,1.51,2.05,1.32,2024-03-22 19:55:00,50,SPY,520,2024-03-22,521.27
1661,1.6317,1.66,1.53,1.83,1.4,2024-03-22 13:30:00,249,SPY,521,2024-03-22,521.96
900,1.6347,1.52,1.69,1.72,1.52,2024-03-22 13:35:00,157,SPY,521,2024-03-22,522.21
1118,1.5989,1.71,1.38,1.85,1.35,2024-03-22 13:40:00,199,SPY,521,2024-03-22,521.75
2459,1.2954,1.4,1.24,1.4,1.19,2024-03-22 13:45:00,311,SPY,521,2024-03-22,521.5
2705,1.387,1.27,1.49,1.55,1.25,2024-03-22 13:50:00,408,SPY,521,2024-03-22,521.9601
891,1.4272,1.48,1.35,1.5,1.32,2024-03-22 13:55:00,175,SPY,521,2024-03-22,521.77
1355,1.5324,1.36,1.62,1.63,1.36,2024-03-22 14:00:00,230,SPY,521,2024-03-22,522.2
735,1.631,1.63,1.54,1.68,1.47,2024-03-22 14:05:00,167,SPY,521,2024-03-22,522.08
612,1.4324,1.53,1.27,1.58,1.27,2024-03-22 14:10:00,166,SPY,521,2024-03-22,521.7
1031,1.3361,1.24,1.4,1.45,1.2,2024-03-22 14:15:00,212,SPY,521,2024-03-22,521.91
1485,1.2659,1.39,1.19,1.42,1.17,2024-03-22 14:20:00,226,SPY,521,2024-03-22,521.62
3508,1.1768,1.19,1.3,1.31,1.07,2024-03-22 14:25:00,395,SPY,521,2024-03-22,521.7999
2060,1.1759,1.3,1.15,1.3,1.1,2024-03-22 14:30:00,203,SPY,521,2024-03-22,521.575
3383,1.1086,1.15,1.16,1.19,1.05,2024-03-22 14:35:00,257,SPY,521,2024-03-22,521.59
3909,1.0189,1.16,0.92,1.17,0.92,2024-03-22 14:40:00,431,SPY,521,2024-03-22,521.2
4621,0.9551,0.92,1.03,1.04,0.87,2024-03-22 14:45:00,501,SPY,521,2024-03-22,521.35
2889,0.9199,1.03,0.89,1.03,0.88,2024-03-22 14:50:00,292,SPY,521,2024-03-22,521.1414
2017,0.8616,0.9,0.85,0.91,0.82,2024-03-22 14:55:00,275,SPY,521,2024-03-22,521.06
4939,0.9837,0.84,1.02,1.08,0.83,2024-03-22 15:00:00,720,SPY,521,2024-03-22,521.445
4418,1.0047,1.01,0.94,1.08,0.92,2024-03-22 15:05:00,483,SPY,521,2024-03-22,521.325
4027,1.0551,0.93,1.05,1.11,0.93,2024-03-22 15:10:00,426,SPY,521,2024-03-22,521.51
2158,0.9742,1.05,0.99,1.05,0.92,2024-03-22 15:15:00,258,SPY,521,2024-03-22,521.44
3989,1.0684,0.99,1.1,1.13,0.97,2024-03-22 15:20:00,387,SPY,521,2024-03-22,521.61
2762,1.1222,1.11,1.15,1.18,1.04,2024-03-22 15:25:00,338,SPY,521,2024-03-22,521.7
3163,1.1783,1.17,1.2,1.23,1.13,2024-03-22 15:30:00,433,SPY,521,2024-03-22,521.78
3676,1.1201,1.19,0.99,1.22,0.95,2024-03-22 15:35:00,348,SPY,521,2024-03-22,521.4899
2018,1.0307,0.99,0.96,1.07,0.96,2024-03-22 15:40:00,155,SPY,521,2024-03-22,521.46
2620,0.9905,0.97,0.99,1.07,0.94,2024-03-22 15:45:00,212,SPY,521,2024-03-22,521.47
1871,1.0452,0.97,0.98,1.1,0.97,2024-03-22 15:50:00,182,SPY,521,2024-03-22,521.52
2103,1.0208,1.01,1.07,1.09,0.94,2024-03-22 15:55:00,156,SPY,521,2024-03-22,521.68
2266,1.0432,1.07,0.97,1.14,0.94,2024-03-22 16:00:00,277,SPY,521,2024-03-22,521.51
909,0.9452,0.95,0.94,1.03,0.9,2024-03-22 16:05:00,148,SPY,521,2024-03-22,521.51
1683,0.9479,0.95,0.91,1.03,0.85,2024-03-22 16:10:00,209,SPY,521,2024-03-22,521.445
3535,0.8192,0.9,0.88,0.9,0.76,2024-03-22 16:15:00,345,SPY,521,2024-03-22,521.45
2285,0.8801,0.89,0.88,0.94,0.82,2024-03-22 16:20:00,222,SPY,521,2024-03-22,521.43
1644,0.8576,0.88,0.88,0.93,0.79,2024-03-22 16:25:00,156,SPY,521,2024-03-22,521.45
2824,0.7713,0.89,0.66,0.91,0.66,2024-03-22 16:30:00,319,SPY,521,2024-03-22,521.1
5358,0.6932,0.67,0.74,0.75,0.61,2024-03-22 16:35:00,452,SPY,521,2024-03-22,521.23
3550,0.8315,0.74,0.88,0.91,0.74,2024-03-22 16:40:00,376,SPY,521,2024-03-22,521.503
2730,0.932,0.88,0.95,1.0,0.88,2024-03-22 16:45:00,364,SPY,521,2024-03-22,521.6
2780,1.0487,0.96,1.07,1.13,0.94,2024-03-22 16:50:00,449,SPY,521,2024-03-22,521.775
1784,1.0643,1.06,1.11,1.11,0.97,2024-03-22 16:55:00,218,SPY,521,2024-03-22,521.84
2206,1.115,1.11,1.15,1.15,1.06,2024-03-22 17:00:00,262,SPY,521,2024-03-22,521.91
2243,1.1847,1.14,1.17,1.23,1.12,2024-03-22 17:05:00,285,SPY,521,2024-03-22,521.95
2629,1.1658,1.17,1.24,1.27,1.06,2024-03-22 17:10:00,259,SPY,521,2024-03-22,522.03
2616,1.2677,1.23,1.24,1.38,1.18,2024-03-22 17:15:00,294,SPY,521,2024-03-22,522.055
1436,1.1811,1.24,1.19,1.25,1.08,2024-03-22 17:20:00,179,SPY,521,2024-03-22,521.9446
535,1.2237,1.18,1.23,1.26,1.13,2024-03-22 17:25:00,121,SPY,521,2024-03-22,522.0427
1287,1.3015,1.25,1.23,1.4,1.23,2024-03-22 17:30:00,179,SPY,521,2024-03-22,522.12
1166,1.2178,1.31,1.17,1.31,1.13,2024-03-22 17:35:00,97,SPY,521,2024-03-22,521.96
800,1.1652,1.18,1.27,1.28,1.1,2024-03-22 17:40:00,91,SPY,521,2024-03-22,522.125
991,1.3865,1.29,1.4,1.5,1.25,2024-03-22 17:45:00,201,SPY,521,2024-03-22,522.2499
1611,1.5388,1.37,1.55,1.64,1.37,2024-03-22 17:50:00,187,SPY,521,2024-03-22,522.45
988,1.6358,1.56,1.61,1.68,1.55,2024-03-22 17:55:00,92,SPY,521,2024-03-22,522.545
426,1.6088,1.64,1.63,1.68,1.51,2024-03-22 18:00:00,77,SPY,521,2024-03-22,522.56
257,1.502,1.65,1.44,1.65,1.4,2024-03-22 18:05:00,70,SPY,521,2024-03-22,522.35
426,1.4898,1.47,1.44,1.55,1.42,2024-03-22 18:10:00,51,SPY,521,2024-03-22,522.345
457,1.3521,1.41,1.32,1.45,1.24,2024-03-22 18:15:00,93,SPY,521,2024-03-22,522.1999
779,1.2371,1.32,1.31,1.35,1.09,2024-03-22 18:20:00,120,SPY,521,2024-03-22,522.2072
1092,1.5371,1.31,1.59,1.65,1.29,2024-03-22 18:25:00,140,SPY,521,2024-03-22,522.5099
390,1.4484,1.58,1.45,1.6,1.32,2024-03-22 18:30:00,50,SPY,521,2024-03-22,522.36
463,1.4644,1.45,1.47,1.53,1.42,2024-03-22 18:35:00,37,SPY,521,2024-03-22,522.37
350,1.3198,1.38,1.24,1.4,1.24,2024-03-22 18:40:00,47,SPY,521,2024-03-22,522.17
509,1.1946,1.3,1.12,1.3,1.12,2024-03-22 18:45:00,84,SPY,521,2024-03-22,522.02
1034,1.1446,1.16,1.14,1.23,1.05,2024-03-22 18:50:00,96,SPY,521,2024-03-22,522.01
265,1.267,1.1,1.26,1.33,1.1,2024-03-22 18:55:00,78,SPY,521,2024-03-22,522.17
797,1.1735,1.22,1.14,1.27,1.08,2024-03-22 19:00:00,68,SPY,521,2024-03-22,522.0103
665,1.0778,1.1,1.17,1.18,0.97,2024-03-22 19:05:00,112,SPY,521,2024-03-22,522.09
5866,0.7588,1.17,0.69,1.18,0.62,2024-03-22 19:10:00,452,SPY,521,2024-03-22,521.48
6091,0.5989,0.68,0.6,0.74,0.48,2024-03-22 19:15:00,453,SPY,521,2024-03-22,521.385
3372,0.6313,0.63,0.64,0.69,0.54,2024-03-22 19:20:00,277,SPY,521,2024-03-22,521.45
6507,0.7539,0.64,0.79,0.84,0.64,2024-03-22 19:25:00,404,SPY,521,2024-03-22,521.69
1749,0.7232,0.79,0.65,0.84,0.59,2024-03-22 19:30:00,282,SPY,521,2024-03-22,521.54
2273,0.8029,0.68,0.85,0.89,0.68,2024-03-22 19:35:00,232,SPY,521,2024-03-22,521.78
2227,0.8954,0.86,0.99,1.09,0.79,2024-03-22 19:40:00,200,SPY,521,2024-03-22,521.95
4594,0.9927,0.98,1.02,1.28,0.85,2024-03-22 19:45:00,244,SPY,521,2024-03-22,521.98
2472,1.1766,1.07,1.1,1.34,0.99,2024-03-22 19:50:00,272,SPY,521,2024-03-22,522.13
1845,0.8871,1.1,0.32,1.17,0.32,2024-03-22 19:55:00,146,SPY,521,2024-03-22,521.27
10850,0.99,0.99,0.91,1.16,0.82,2024-03-22 13:30:00,1180,SPY,522,2024-03-22,521.96
7412,0.9842,0.92,1.02,1.05,0.9,2024-03-22 13:35:00,647,SPY,522,2024-03-22,522.21
9725,0.9617,1.05,0.81,1.15,0.79,2024-03-22 13:40:00,1217,SPY,522,2024-03-22,521.75
8273,0.7589,0.82,0.7,0.84,0.64,2024-03-22 13:45:00,1126,SPY,522,2024-03-22,521.5
13224,0.8173,0.7,0.87,0.92,0.7,2024-03-22 13:50:00,1168,SPY,522,2024-03-22,521.9601
5574,0.8343,0.87,0.75,0.88,0.74,2024-03-22 13:55:00,632,SPY,522,2024-03-22,521.77
7612,0.8957,0.76,0.95,0.96,0.76,2024-03-22 14:00:00,1022,SPY,522,2024-03-22,522.2
4645,0.9508,0.95,0.89,1.01,0.85,2024-03-22 14:05:00,753,SPY,522,2024-03-22,522.08
8392,0.8277,0.89,0.71,0.92,0.7,2024-03-22 14:10:00,937,SPY,522,2024-03-22,521.7
6420,0.7453,0.7,0.79,0.82,0.66,2024-03-22 14:15:00,776,SPY,522,2024-03-22,521.91
5645,0.7142,0.78,0.65,0.82,0.63,2024-03-22 14:20:00,610,SPY,522,2024-03-22,521.62
8416,0.6339,0.64,0.7,0.72,0.56,2024-03-22 14:25:00,954,SPY,522,2024-03-22,521.7999
4711,0.6499,0.7,0.6,0.72,0.57,2024-03-22 14:30:00,714,SPY,522,2024-03-22,521.575
4473,0.5817,0.6,0.61,0.63,0.54,2024-03-22 14:35:00,678,SPY,522,2024-03-22,521.59
9531,0.5208,0.61,0.46,0.62,0.46,2024-03-22 14:40:00,1070,SPY,522,2024-03-22,521.2
9135,0.4826,0.46,0.53,0.54,0.43,2024-03-22 14:45:00,1008,SPY,522,2024-03-22,521.35
3633,0.4693,0.54,0.45,0.54,0.44,2024-03-22 14:50:00,574,SPY,522,2024-03-22,521.1414
7888,0.4248,0.45,0.4,0.46,0.4,2024-03-22 14:55:00,711,SPY,522,2024-03-22,521.06
14775,0.5066,0.41,0.52,0.55,0.4,2024-03-22 15:00:00,1414,SPY,522,2024-03-22,521.445
7160,0.4999,0.51,0.46,0.55,0.45,2024-03-22 15:05:00,888,SPY,522,2024-03-22,521.325
6663,0.5357,0.46,0.52,0.56,0.46,2024-03-22 15:10:00,939,SPY,522,2024-03-22,521.51
3430,0.4745,0.52,0.49,0.53,0.44,2024-03-22 15:15:00,554,SPY,522,2024-03-22,521.44
4589,0.5388,0.48,0.56,0.57,0.48,2024-03-22 15:20:00,707,SPY,522,2024-03-22,521.61
5457,0.5667,0.56,0.58,0.61,0.51,2024-03-22 15:25:00,798,SPY,522,2024-03-22,521.7
7992,0.594,0.58,0.59,0.62,0.56,2024-03-22 15:30:00,903,SPY,522,2024-03-22,521.78
9881,0.5439,0.6,0.46,0.61,0.44,2024-03-22 15:35:00,1017,SPY,522,2024-03-22,521.4899
2975,0.4818,0.47,0.45,0.52,0.44,2024-03-22 15:40:00,429,SPY,522,2024-03-22,521.46
2871,0.4632,0.45,0.46,0.51,0.43,2024-03-22 15:45:00,395,SPY,522,2024-03-22,521.47
2337,0.4947,0.47,0.46,0.53,0.46,2024-03-22 15:50:00,347,SPY,522,2024-03-22,521.52
2254,0.4841,0.46,0.53,0.53,0.43,2024-03-22 15:55:00,320,SPY,522,2024-03-22,521.68
4506,0.4913,0.5,0.44,0.54,0.43,2024-03-22 16:00:00,555,SPY,522,2024-03-22,521.51
2960,0.4333,0.44,0.42,0.47,0.4,2024-03-22 16:05:00,447,SPY,522,2024-03-22,521.51
4349,0.4101,0.43,0.39,0.48,0.37,2024-03-22 16:10:00,426,SPY,522,2024-03-22,521.445
7184,0.3444,0.4,0.38,0.4,0.3,2024-03-22 16:15:00,745,SPY,522,2024-03-22,521.45
2114,0.3774,0.38,0.38,0.4,0.33,2024-03-22 16:20:00,294,SPY,522,2024-03-22,521.43
1645,0.3577,0.36,0.37,0.4,0.32,2024-03-22 16:25:00,226,SPY,522,2024-03-22,521.45
3726,0.2995,0.37,0.26,0.38,0.26,2024-03-22 16:30:00,518,SPY,522,2024-03-22,521.1
5949,0.2753,0.26,0.3,0.33,0.23,2024-03-22 16:35:00,737,SPY,522,2024-03-22,521.23
4827,0.3313,0.29,0.36,0.38,0.29,2024-03-22 16:40:00,524,SPY,522,2024-03-22,521.503
8678,0.3836,0.37,0.39,0.42,0.36,2024-03-22 16:45:00,689,SPY,522,2024-03-22,521.6
7723,0.4515,0.4,0.45,0.49,0.39,2024-03-22 16:50:00,970,SPY,522,2024-03-22,521.775
7035,0.4364,0.46,0.48,0.48,0.4,2024-03-22 16:55:00,630,SPY,522,2024-03-22,521.84
6667,0.4877,0.5,0.51,0.51,0.45,2024-03-22 17:00:00,775,SPY,522,2024-03-22,521.91
5914,0.5348,0.51,0.52,0.56,0.5,2024-03-22 17:05:00,825,SPY,522,2024-03-22,521.95
5883,0.5414,0.53,0.55,0.59,0.46,2024-03-22 17:10:00,684,SPY,522,2024-03-22,522.03
8160,0.5791,0.56,0.55,0.64,0.52,2024-03-22 17:15:00,864,SPY,522,2024-03-22,522.055
5765,0.5052,0.55,0.51,0.56,0.45,2024-03-22 17:20:00,636,SPY,522,2024-03-22,521.9446
2215,0.5333,0.51,0.54,0.57,0.48,2024-03-22 17:25:00,304,SPY,522,2024-03-22,522.0427
5576,0.5947,0.55,0.58,0.65,0.55,2024-03-22 17:30:00,646,SPY,522,2024-03-22,522.12
4815,0.5309,0.58,0.5,0.59,0.47,2024-03-22 17:35:00,461,SPY,522,2024-03-22,521.96
3037,0.486,0.5,0.54,0.55,0.45,2024-03-22 17:40:00,340,SPY,522,2024-03-22,522.125
8491,0.6173,0.56,0.63,0.7,0.55,2024-03-22 17:45:00,840,SPY,522,2024-03-22,522.2499
11984,0.7548,0.64,0.77,0.83,0.64,2024-03-22 17:50:00,1121,SPY,522,2024-03-22,522.45
5486,0.8159,0.77,0.82,0.88,0.75,2024-03-22 17:55:00,701,SPY,522,2024-03-22,522.545
