Volume,Volume Weighted,Open Price,Close Price,Highest Price,Lowest Price,Timestamp,Number of Transaction,Stock Name,Strike
152,5.9808,6.14,5.98,6.14,5.94,2024-03-20 14:35:00,3,SPY,510
11,6.0627,6.07,5.99,6.07,5.99,2024-03-20 14:45:00,2,SPY,510
155,6.1008,6.07,6.1,6.14,6.07,2024-03-20 14:50:00,8,SPY,510
3,6.1633,6.19,6.11,6.19,6.11,2024-03-20 14:55:00,2,SPY,510
12,6.2167,6.2,6.3,6.3,6.2,2024-03-20 15:00:00,2,SPY,510
8,6.3413,6.36,6.32,6.37,6.32,2024-03-20 15:05:00,3,SPY,510
10,6.46,6.46,6.46,6.46,6.46,2024-03-20 15:10:00,1,SPY,510
1,6.38,6.38,6.38,6.38,6.38,2024-03-20 15:15:00,1,SPY,510
4,6.42,6.42,6.42,6.42,6.42,2024-03-20 15:20:00,1,SPY,510
1,6.49,6.49,6.49,6.49,6.49,2024-03-20 15:25:00,1,SPY,510
5,6.342,6.45,6.27,6.45,6.27,2024-03-20 15:30:00,2,SPY,510
165,6.1894,6.19,6.15,6.22,6.15,2024-03-20 15:40:00,7,SPY,510
24,6.0212,6.1,5.95,6.1,5.95,2024-03-20 15:45:00,6,SPY,510
12,6.1217,6.04,6.12,6.13,6.04,2024-03-20 15:50:00,4,SPY,510
30,6.1583,6.19,6.12,6.19,6.09,2024-03-20 15:55:00,5,SPY,510
28,6.12,6.12,6.12,6.12,6.12,2024-03-20 16:00:00,2,SPY,510
3,6.04,6.04,6.04,6.04,6.04,2024-03-20 16:05:00,1,SPY,510
3,5.9767,5.98,5.9,6.05,5.9,2024-03-20 16:10:00,3,SPY,510
29,5.8914,5.9,5.85,5.9,5.85,2024-03-20 16:15:00,4,SPY,510
5,5.954,5.92,5.96,5.97,5.92,2024-03-20 16:20:00,3,SPY,510
6,6.0317,6.0,6.05,6.07,6.0,2024-03-20 16:25:00,4,SPY,510
4,5.9425,5.98,5.87,5.98,5.87,2024-03-20 16:30:00,3,SPY,510
14,5.97,5.97,5.97,5.97,5.97,2024-03-20 16:35:00,1,SPY,510
1,6.17,6.17,6.17,6.17,6.17,2024-03-20 16:40:00,1,SPY,510
1,6.19,6.19,6.19,6.19,6.19,2024-03-20 16:45:00,1,SPY,510
52,6.32,6.32,6.32,6.32,6.32,2024-03-20 16:50:00,3,SPY,510
32,6.3709,6.33,6.38,6.38,6.33,2024-03-20 16:55:00,4,SPY,510
68,5.97,5.97,5.97,5.97,5.97,2024-03-20 17:10:00,3,SPY,510
29,5.8155,5.7,5.83,5.83,5.7,2024-03-20 17:15:00,6,SPY,510
1,5.8,5.8,5.8,5.8,5.8,2024-03-20 17:20:00,1,SPY,510
3,5.87,5.85,5.88,5.88,5.85,2024-03-20 17:25:00,2,SPY,510
32,5.8025,5.77,5.94,5.94,5.71,2024-03-20 17:30:00,7,SPY,510
30,5.7507,5.77,5.66,5.77,5.64,2024-03-20 17:35:00,6,SPY,510
4,5.5925,5.58,5.61,5.61,5.58,2024-03-20 17:40:00,3,SPY,510
2,5.6,5.55,5.65,5.65,5.55,2024-03-20 17:45:00,2,SPY,510
31,5.9222,5.9,5.99,5.99,5.9,2024-03-20 17:50:00,7,SPY,510
1,5.92,5.92,5.92,5.92,5.92,2024-03-20 17:55:00,1,SPY,510
63,7.1624,6.0,7.6,7.61,6.0,2024-03-20 18:00:00,14,SPY,510
33,7.7669,8.0,6.89,8.33,6.89,2024-03-20 18:05:00,12,SPY,510
54,7.5456,7.56,7.1,7.56,7.1,2024-03-20 18:10:00,3,SPY,510
71,6.6142,6.91,6.61,6.91,6.61,2024-03-20 18:15:00,2,SPY,510
247,7.0334,7.02,6.86,7.17,6.84,2024-03-20 18:20:00,14,SPY,510
5,7.25,7.25,7.25,7.25,7.25,2024-03-20 18:25:00,1,SPY,510
7,6.9814,7.18,6.7,7.18,6.7,2024-03-20 18:30:00,4,SPY,510
9,7.4178,6.37,7.64,7.66,6.37,2024-03-20 18:35:00,5,SPY,510
6,7.9433,7.96,7.69,8.13,7.69,2024-03-20 18:40:00,3,SPY,510
4,9.09,8.99,9.17,9.17,8.99,2024-03-20 18:45:00,3,SPY,510
4,8.9875,8.79,9.26,9.3,8.6,2024-03-20 18:50:00,4,SPY,510
34,8.9659,9.01,9.06,9.06,8.96,2024-03-20 18:55:00,3,SPY,510
2,9.225,9.2,9.25,9.25,9.2,2024-03-20 19:00:00,2,SPY,510
2,9.44,9.34,9.54,9.54,9.34,2024-03-20 19:05:00,2,SPY,510
37,9.7359,9.51,9.88,10.0,9.51,2024-03-20 19:15:00,7,SPY,510
23,10.2352,10.3,9.79,10.3,9.79,2024-03-20 19:20:00,5,SPY,510
11,10.2572,10.14,10.31,10.47,9.86,2024-03-20 19:25:00,6,SPY,510
44,10.4691,10.34,10.4,10.51,10.34,2024-03-20 19:30:00,13,SPY,510
54,9.777,10.24,9.74,10.24,9.74,2024-03-20 19:35:00,4,SPY,510
1,9.67,9.67,9.67,9.67,9.67,2024-03-20 19:45:00,1,SPY,510
71,9.5225,9.49,9.6,9.6,9.49,2024-03-20 19:50:00,2,SPY,510
32,5.1609,5.31,4.95,5.35,4.95,2024-03-20 13:30:00,14,SPY,511
9,4.8334,4.85,4.78,4.85,4.77,2024-03-20 13:35:00,4,SPY,511
15,4.8693,4.8,4.8,4.93,4.8,2024-03-20 13:40:00,3,SPY,511
52,4.6921,4.75,4.74,4.75,4.69,2024-03-20 13:45:00,3,SPY,511
3,4.85,4.85,4.85,4.85,4.85,2024-03-20 13:50:00,2,SPY,511
24,4.955,4.92,4.92,5.0,4.92,2024-03-20 13:55:00,11,SPY,511
107,4.8349,4.81,5.01,5.01,4.81,2024-03-20 14:00:00,4,SPY,511
4,5.0525,5.04,5.01,5.12,5.01,2024-03-20 14:05:00,4,SPY,511
4,5.0025,5.0,5.0,5.01,5.0,2024-03-20 14:10:00,4,SPY,511
21,5.2638,5.02,5.41,5.41,4.99,2024-03-20 14:20:00,9,SPY,511
4,5.685,5.66,5.71,5.71,5.66,2024-03-20 14:25:00,2,SPY,511
8,5.4775,5.72,5.4,5.72,5.4,2024-03-20 14:30:00,4,SPY,511
8,5.07,5.19,5.1,5.19,5.02,2024-03-20 14:35:00,6,SPY,511
6,5.0633,5.13,5.05,5.13,5.05,2024-03-20 14:40:00,2,SPY,511
2,5.14,5.04,5.24,5.24,5.04,2024-03-20 14:45:00,2,SPY,511
10,5.206,5.21,5.19,5.21,5.19,2024-03-20 14:50:00,3,SPY,511
1,5.45,5.45,5.45,5.45,5.45,2024-03-20 15:05:00,1,SPY,511
1,5.51,5.51,5.51,5.51,5.51,2024-03-20 15:10:00,1,SPY,511
1,5.61,5.61,5.61,5.61,5.61,2024-03-20 15:15:00,1,SPY,511
10,5.553,5.5,5.57,5.57,5.5,2024-03-20 15:25:00,3,SPY,511
4,5.44,5.47,5.35,5.47,5.35,2024-03-20 15:30:00,3,SPY,511
1,5.27,5.27,5.27,5.27,5.27,2024-03-20 15:35:00,1,SPY,511
166,5.2932,5.29,5.25,5.32,5.25,2024-03-20 15:40:00,8,SPY,511
1,5.01,5.01,5.01,5.01,5.01,2024-03-20 15:45:00,1,SPY,511
11,5.2373,5.21,5.24,5.24,5.21,2024-03-20 15:50:00,3,SPY,511
11,5.0182,5.0,5.02,5.02,5.0,2024-03-20 16:05:00,3,SPY,511
24,5.1121,5.16,5.05,5.16,5.05,2024-03-20 16:10:00,5,SPY,511
24,5.0242,5.02,5.02,5.03,5.02,2024-03-20 16:15:00,3,SPY,511
40,5.1,5.1,5.1,5.1,5.1,2024-03-20 16:20:00,1,SPY,511
1,4.92,4.92,4.92,4.92,4.92,2024-03-20 16:30:00,1,SPY,511
15,5.1013,5.12,5.1,5.12,5.1,2024-03-20 16:35:00,2,SPY,511
8,5.295,5.3,5.28,5.3,5.28,2024-03-20 16:40:00,4,SPY,511
3,5.3133,5.32,5.32,5.32,5.3,2024-03-20 16:45:00,3,SPY,511
25,5.3836,5.4,5.41,5.41,5.32,2024-03-20 16:50:00,4,SPY,511
32,5.4747,5.45,5.48,5.48,5.45,2024-03-20 16:55:00,4,SPY,511
7,4.9414,5.05,4.86,5.05,4.86,2024-03-20 17:10:00,2,SPY,511
6,4.9317,4.94,4.95,4.95,4.9,2024-03-20 17:15:00,4,SPY,511
1,5.03,5.03,5.03,5.03,5.03,2024-03-20 17:25:00,1,SPY,511
28,4.9339,4.91,4.94,4.94,4.87,2024-03-20 17:30:00,3,SPY,511
32,4.925,5.03,4.87,5.03,4.87,2024-03-20 17:35:00,4,SPY,511
8,4.73,4.75,4.73,4.75,4.72,2024-03-20 17:40:00,3,SPY,511
51,4.93,4.93,4.93,4.93,4.93,2024-03-20 17:45:00,1,SPY,511
2,5.065,5.08,5.05,5.08,5.05,2024-03-20 17:55:00,2,SPY,511
53,6.2979,6.1,6.64,6.75,5.84,2024-03-20 18:00:00,13,SPY,511
51,7.062,6.9,6.14,7.3,6.14,2024-03-20 18:05:00,11,SPY,511
60,6.442,6.29,6.5,6.5,6.18,2024-03-20 18:10:00,7,SPY,511
7,5.7871,5.86,5.8,5.86,5.65,2024-03-20 18:15:00,3,SPY,511
4,5.94,5.96,5.93,5.96,5.91,2024-03-20 18:20:00,4,SPY,511
5,6.3,6.3,6.3,6.3,6.3,2024-03-20 18:25:00,1,SPY,511
202,5.8928,7.05,5.5,7.05,5.5,2024-03-20 18:30:00,12,SPY,511
63,6.467,5.31,6.74,6.85,5.28,2024-03-20 18:35:00,7,SPY,511
3,7.1267,7.54,6.78,7.54,6.78,2024-03-20 18:40:00,3,SPY,511
109,7.5384,7.36,8.15,8.15,7.36,2024-03-20 18:45:00,11,SPY,511
1,8.12,8.12,8.12,8.12,8.12,2024-03-20 18:50:00,1,SPY,511
32,7.9956,8.17,7.99,8.17,7.99,2024-03-20 18:55:00,2,SPY,511
123,8.0436,7.97,8.27,8.27,7.97,2024-03-20 19:00:00,7,SPY,511
13,8.6539,8.59,8.95,8.95,8.59,2024-03-20 19:05:00,5,SPY,511
2,8.49,8.75,8.23,8.75,8.23,2024-03-20 19:10:00,2,SPY,511
1,8.26,8.26,8.26,8.26,8.26,2024-03-20 19:15:00,1,SPY,511
1,8.99,8.99,8.99,8.99,8.99,2024-03-20 19:20:00,1,SPY,511
3,9.63,9.63,9.63,9.63,9.63,2024-03-20 19:25:00,1,SPY,511
31,9.4336,9.45,9.37,9.47,9.35,2024-03-20 19:30:00,18,SPY,511
63,9.1484,9.24,9.15,9.24,8.87,2024-03-20 19:35:00,3,SPY,511
10,8.84,8.84,8.84,8.84,8.84,2024-03-20 19:40:00,1,SPY,511
35,8.738,8.37,8.8,8.86,8.2,2024-03-20 19:50:00,4,SPY,511
19,9.0079,8.95,9.05,9.05,8.95,2024-03-20 19:55:00,4,SPY,511
105,4.3332,4.36,4.18,4.54,4.18,2024-03-20 13:30:00,39,SPY,512
65,4.04,4.09,4.06,4.09,3.93,2024-03-20 13:35:00,20,SPY,512
10,4.08,4.13,3.9,4.13,3.86,2024-03-20 13:40:00,3,SPY,512
19,3.9389,3.95,3.95,4.0,3.9,2024-03-20 13:45:00,11,SPY,512
26,3.995,3.94,4.1,4.1,3.94,2024-03-20 13:50:00,9,SPY,512
17,4.1282,4.09,4.16,4.16,4.07,2024-03-20 13:55:00,7,SPY,512
108,4.034,3.99,4.23,4.23,3.99,2024-03-20 14:00:00,9,SPY,512
4,4.21,4.19,4.25,4.25,4.19,2024-03-20 14:05:00,4,SPY,512
5,4.166,4.21,4.17,4.21,4.11,2024-03-20 14:10:00,4,SPY,512
42,4.2633,4.27,4.19,4.3,4.19,2024-03-20 14:15:00,7,SPY,512
31,4.4558,4.21,4.58,4.61,4.21,2024-03-20 14:20:00,19,SPY,512
29,4.741,4.62,4.86,4.86,4.62,2024-03-20 14:25:00,19,SPY,512
55,4.8085,4.86,4.71,4.86,4.68,2024-03-20 14:30:00,6,SPY,512
30,4.3133,4.44,4.28,4.44,4.21,2024-03-20 14:35:00,20,SPY,512
61,4.3279,4.34,4.27,4.34,4.23,2024-03-20 14:40:00,8,SPY,512
1,4.32,4.32,4.32,4.32,4.32,2024-03-20 14:45:00,1,SPY,512
19,4.4026,4.27,4.43,4.45,4.27,2024-03-20 14:50:00,5,SPY,512
13,4.55,4.45,4.58,4.58,4.45,2024-03-20 15:00:00,4,SPY,512
24,4.6067,4.58,4.64,4.64,4.57,2024-03-20 15:05:00,7,SPY,512
3,4.7333,4.7,4.75,4.75,4.7,2024-03-20 15:10:00,2,SPY,512
5,4.7,4.7,4.7,4.7,4.7,2024-03-20 15:15:00,1,SPY,512
16,4.6762,4.75,4.68,4.75,4.64,2024-03-20 15:20:00,7,SPY,512
8,4.6563,4.65,4.69,4.69,4.6,2024-03-20 15:25:00,4,SPY,512
53,4.5521,4.63,4.59,4.63,4.54,2024-03-20 15:30:00,5,SPY,512
411,4.5112,4.49,4.46,4.53,4.46,2024-03-20 15:35:00,7,SPY,512
8,4.4613,4.44,4.4,4.5,4.4,2024-03-20 15:40:00,7,SPY,512
13,4.33,4.38,4.31,4.38,4.28,2024-03-20 15:45:00,11,SPY,512
50,4.3696,4.3,4.37,4.39,4.3,2024-03-20 15:50:00,5,SPY,512
3,4.4433,4.45,4.43,4.45,4.43,2024-03-20 15:55:00,3,SPY,512
12,4.3983,4.4,4.38,4.4,4.38,2024-03-20 16:00:00,3,SPY,512
45,4.3584,4.36,4.29,4.36,4.29,2024-03-20 16:05:00,2,SPY,512
6,4.215,4.29,4.2,4.29,4.2,2024-03-20 16:10:00,2,SPY,512
1,4.27,4.27,4.27,4.27,4.27,2024-03-20 16:20:00,1,SPY,512
3,4.34,4.34,4.34,4.34,4.34,2024-03-20 16:25:00,1,SPY,512
31,4.4632,4.46,4.56,4.56,4.46,2024-03-20 16:45:00,8,SPY,512
418,4.6169,4.55,4.62,4.62,4.45,2024-03-20 16:50:00,9,SPY,512
7,4.6157,4.61,4.64,4.64,4.61,2024-03-20 16:55:00,3,SPY,512
1,4.59,4.59,4.59,4.59,4.59,2024-03-20 17:00:00,1,SPY,512
2,4.38,4.46,4.3,4.46,4.3,2024-03-20 17:05:00,2,SPY,512
12,4.1109,4.25,4.08,4.25,4.06,2024-03-20 17:10:00,7,SPY,512
19,4.1463,4.08,4.2,4.26,4.08,2024-03-20 17:15:00,16,SPY,512
31,4.2103,4.22,4.21,4.22,4.21,2024-03-20 17:25:00,3,SPY,512
18,4.1339,4.15,4.11,4.15,4.08,2024-03-20 17:30:00,9,SPY,512
5,4.076,4.18,4.03,4.18,4.03,2024-03-20 17:35:00,4,SPY,512
90,3.9514,4.04,3.99,4.04,3.86,2024-03-20 17:40:00,8,SPY,512
68,4.136,3.99,4.15,4.15,3.99,2024-03-20 17:45:00,5,SPY,512
8,4.2075,4.28,4.16,4.28,4.12,2024-03-20 17:55:00,5,SPY,512
130,5.5436,4.75,5.84,5.9,4.58,2024-03-20 18:00:00,35,SPY,512
43,5.74,6.0,5.2,6.47,5.2,2024-03-20 18:05:00,15,SPY,512
105,5.56,5.37,5.4,5.85,5.37,2024-03-20 18:10:00,13,SPY,512
67,5.0831,5.41,5.0,5.41,4.9,2024-03-20 18:15:00,13,SPY,512
86,5.3049,5.0,5.27,5.34,5.0,2024-03-20 18:20:00,13,SPY,512
21,5.5595,5.5,5.75,5.75,5.5,2024-03-20 18:25:00,3,SPY,512
23,5.0431,5.88,4.6,5.88,4.6,2024-03-20 18:30:00,9,SPY,512
35,4.934,4.5,6.06,6.06,4.49,2024-03-20 18:35:00,14,SPY,512
29,6.0407,5.79,6.15,6.5,5.6,2024-03-20 18:40:00,6,SPY,512
30,6.8744,6.63,7.28,7.36,6.63,2024-03-20 18:45:00,13,SPY,512
6,7.2267,7.43,7.13,7.43,6.65,2024-03-20 18:50:00,4,SPY,512
6,7.2733,7.28,7.09,7.5,7.0,2024-03-20 18:55:00,5,SPY,512
23,7.1048,7.08,7.19,7.43,7.08,2024-03-20 19:00:00,3,SPY,512
58,7.344,7.27,7.81,7.92,7.27,2024-03-20 19:05:00,7,SPY,512
21,7.8914,8.0,7.48,8.0,7.48,2024-03-20 19:10:00,6,SPY,512
13,7.7154,7.55,7.84,7.93,7.42,2024-03-20 19:15:00,7,SPY,512
11,8.1227,8.14,7.95,8.14,7.95,2024-03-20 19:20:00,2,SPY,512
64,8.6027,8.7,8.47,8.7,8.47,2024-03-20 19:25:00,3,SPY,512
23,8.4374,8.48,8.46,8.49,8.4,2024-03-20 19:30:00,10,SPY,512
11,8.0546,8.34,7.97,8.34,7.9,2024-03-20 19:35:00,5,SPY,512
5,7.76,7.8,7.6,7.8,7.6,2024-03-20 19:40:00,2,SPY,512
20,7.63,7.63,7.63,7.63,7.63,2024-03-20 19:45:00,4,SPY,512
2,7.72,7.64,7.8,7.8,7.64,2024-03-20 19:50:00,2,SPY,512
23,8.1365,7.81,8.34,8.34,7.81,2024-03-20 19:55:00,5,SPY,512
147,3.5365,3.64,3.37,3.73,3.37,2024-03-20 13:30:00,52,SPY,513
420,3.2874,3.36,3.28,3.39,3.21,2024-03-20 13:35:00,75,SPY,513
222,3.3319,3.3,3.16,3.4,3.15,2024-03-20 13:40:00,21,SPY,513
107,3.1911,3.2,3.14,3.23,3.14,2024-03-20 13:45:00,25,SPY,513
87,3.3053,3.26,3.32,3.32,3.24,2024-03-20 13:50:00,12,SPY,513
44,3.3671,3.36,3.31,3.41,3.31,2024-03-20 13:55:00,18,SPY,513
112,3.4006,3.28,3.39,3.49,3.26,2024-03-20 14:00:00,17,SPY,513
13,3.4862,3.54,3.41,3.54,3.41,2024-03-20 14:05:00,13,SPY,513
40,3.3935,3.46,3.44,3.49,3.35,2024-03-20 14:10:00,14,SPY,513
54,3.4794,3.5,3.45,3.55,3.41,2024-03-20 14:15:00,27,SPY,513
40,3.566,3.44,3.82,3.84,3.44,2024-03-20 14:20:00,13,SPY,513
47,3.9602,3.78,4.0,4.0,3.78,2024-03-20 14:25:00,16,SPY,513
90,3.9437,4.0,3.79,4.05,3.79,2024-03-20 14:30:00,24,SPY,513
341,3.5455,3.75,3.54,3.75,3.44,2024-03-20 14:35:00,32,SPY,513
122,3.5085,3.57,3.51,3.57,3.47,2024-03-20 14:40:00,11,SPY,513
3,3.5733,3.56,3.6,3.6,3.56,2024-03-20 14:45:00,3,SPY,513
25,3.6564,3.56,3.68,3.68,3.56,2024-03-20 14:50:00,7,SPY,513
36,3.675,3.68,3.65,3.7,3.63,2024-03-20 14:55:00,8,SPY,513
333,3.7408,3.67,3.8,3.8,3.63,2024-03-20 15:00:00,13,SPY,513
85,3.8295,3.83,3.82,3.84,3.8,2024-03-20 15:05:00,17,SPY,513
113,3.9014,3.84,3.93,3.95,3.84,2024-03-20 15:10:00,16,SPY,513
42,3.9291,3.94,3.91,3.97,3.86,2024-03-20 15:15:00,16,SPY,513
34,3.9062,3.91,3.87,3.91,3.87,2024-03-20 15:20:00,5,SPY,513
24,3.9096,3.82,3.93,3.93,3.8,2024-03-20 15:25:00,5,SPY,513
38,3.8161,3.84,3.75,3.84,3.74,2024-03-20 15:30:00,8,SPY,513
24,3.675,3.77,3.67,3.77,3.65,2024-03-20 15:35:00,6,SPY,513
39,3.651,3.71,3.67,3.72,3.64,2024-03-20 15:40:00,15,SPY,513
290,3.5715,3.61,3.55,3.61,3.51,2024-03-20 15:45:00,17,SPY,513
26,3.6354,3.62,3.63,3.64,3.62,2024-03-20 15:50:00,3,SPY,513
134,3.6996,3.7,3.68,3.7,3.68,2024-03-20 15:55:00,3,SPY,513
15,3.6327,3.63,3.63,3.66,3.63,2024-03-20 16:00:00,4,SPY,513
14,3.565,3.59,3.48,3.59,3.48,2024-03-20 16:05:00,5,SPY,513
38,3.4735,3.53,3.45,3.53,3.45,2024-03-20 16:10:00,12,SPY,513
30,3.4807,3.46,3.49,3.51,3.45,2024-03-20 16:15:00,7,SPY,513
14,3.5136,3.53,3.51,3.53,3.51,2024-03-20 16:20:00,5,SPY,513
13,3.5392,3.53,3.57,3.57,3.53,2024-03-20 16:25:00,2,SPY,513
7,3.4857,3.49,3.46,3.49,3.46,2024-03-20 16:30:00,2,SPY,513
30,3.54,3.54,3.54,3.54,3.54,2024-03-20 16:35:00,1,SPY,513
38,3.6534,3.62,3.69,3.69,3.62,2024-03-20 16:40:00,5,SPY,513
32,3.6816,3.68,3.73,3.73,3.68,2024-03-20 16:45:00,4,SPY,513
104,3.7985,3.75,3.82,3.82,3.7,2024-03-20 16:50:00,7,SPY,513
16,3.855,3.82,3.87,3.87,3.81,2024-03-20 16:55:00,6,SPY,513
15,3.708,3.67,3.73,3.73,3.67,2024-03-20 17:00:00,3,SPY,513
244,3.6306,3.72,3.63,3.72,3.63,2024-03-20 17:05:00,3,SPY,513
6,3.4317,3.51,3.36,3.51,3.36,2024-03-20 17:10:00,5,SPY,513
10,3.389,3.31,3.5,3.5,3.31,2024-03-20 17:15:00,6,SPY,513
14,3.3986,3.45,3.36,3.45,3.35,2024-03-20 17:20:00,5,SPY,513
20,3.424,3.43,3.38,3.46,3.38,2024-03-20 17:25:00,3,SPY,513
84,3.4514,3.4,3.51,3.51,3.33,2024-03-20 17:30:00,19,SPY,513
49,3.3649,3.51,3.32,3.51,3.3,2024-03-20 17:35:00,12,SPY,513
98,3.2442,3.2,3.29,3.29,3.2,2024-03-20 17:40:00,23,SPY,513
56,3.3568,3.28,3.4,3.41,3.25,2024-03-20 17:45:00,16,SPY,513
100,3.5637,3.51,3.59,3.6,3.5,2024-03-20 17:50:00,35,SPY,513
14,3.4386,3.49,3.42,3.49,3.37,2024-03-20 17:55:00,8,SPY,513
266,4.5924,3.76,5.01,5.04,3.69,2024-03-20 18:00:00,41,SPY,513
124,4.8344,5.51,4.2,5.53,4.2,2024-03-20 18:05:00,18,SPY,513
215,4.6133,4.5,4.51,5.0,4.47,2024-03-20 18:10:00,21,SPY,513
37,4.196,4.54,4.07,4.54,3.9,2024-03-20 18:15:00,8,SPY,513
50,4.3064,4.09,4.38,4.45,4.09,2024-03-20 18:20:00,17,SPY,513
9,4.6122,4.52,4.93,4.93,4.52,2024-03-20 18:25:00,4,SPY,513
102,4.3539,5.01,3.76,5.3,3.74,2024-03-20 18:30:00,18,SPY,513
26,4.0789,3.53,4.94,5.15,3.49,2024-03-20 18:35:00,16,SPY,513
49,5.3863,4.56,5.14,5.6,4.56,2024-03-20 18:40:00,24,SPY,513
15,6.116,5.52,6.49,6.52,5.52,2024-03-20 18:45:00,14,SPY,513
74,6.1192,5.83,6.09,6.42,5.69,2024-03-20 18:50:00,19,SPY,513
20,6.2345,6.27,6.1,6.52,5.91,2024-03-20 18:55:00,9,SPY,513
2,6.12,6.09,6.15,6.15,6.09,2024-03-20 19:00:00,2,SPY,513
125,6.6747,6.29,6.93,7.0,6.29,2024-03-20 19:05:00,8,SPY,513
32,6.5756,6.87,6.29,6.87,6.29,2024-03-20 19:10:00,8,SPY,513
24,6.7492,6.69,6.9,6.96,6.69,2024-03-20 19:15:00,6,SPY,513
87,7.0604,7.08,7.06,7.2,6.85,2024-03-20 19:20:00,15,SPY,513
45,7.2991,7.15,7.36,7.38,7.15,2024-03-20 19:25:00,11,SPY,513
261,7.4202,7.44,7.33,7.49,7.33,2024-03-20 19:30:00,50,SPY,513
24,7.015,7.32,7.02,7.32,6.9,2024-03-20 19:35:00,13,SPY,513
7,6.9186,7.14,6.65,7.19,6.65,2024-03-20 19:40:00,5,SPY,513
31,6.6997,6.69,6.5,6.8,6.5,2024-03-20 19:45:00,4,SPY,513
8,6.73,6.65,6.72,6.81,6.65,2024-03-20 19:50:00,7,SPY,513
139,7.087,6.79,7.19,7.23,6.79,2024-03-20 19:55:00,5,SPY,513
447,2.8845,3.0,2.68,3.06,2.68,2024-03-20 13:30:00,107,SPY,514
623,2.638,2.69,2.62,2.7,2.55,2024-03-20 13:35:00,109,SPY,514
101,2.6093,2.61,2.51,2.71,2.5,2024-03-20 13:40:00,32,SPY,514
157,2.5322,2.52,2.54,2.59,2.5,2024-03-20 13:45:00,30,SPY,514
111,2.6274,2.56,2.67,2.67,2.56,2024-03-20 13:50:00,35,SPY,514
261,2.706,2.68,2.69,2.75,2.65,2024-03-20 13:55:00,31,SPY,514
227,2.7521,2.64,2.74,2.8,2.6,2024-03-20 14:00:00,36,SPY,514
268,2.8056,2.76,2.81,2.84,2.75,2024-03-20 14:05:00,37,SPY,514
135,2.7074,2.75,2.77,2.77,2.67,2024-03-20 14:10:00,20,SPY,514
171,2.8297,2.79,2.77,2.85,2.76,2024-03-20 14:15:00,23,SPY,514
214,3.0003,2.74,3.09,3.1,2.74,2024-03-20 14:20:00,37,SPY,514
324,3.1803,3.06,3.25,3.29,3.01,2024-03-20 14:25:00,64,SPY,514
438,3.1811,3.25,3.09,3.32,3.09,2024-03-20 14:30:00,35,SPY,514
372,2.8771,3.01,2.86,3.01,2.77,2024-03-20 14:35:00,51,SPY,514
170,2.8123,2.87,2.78,2.89,2.78,2024-03-20 14:40:00,48,SPY,514
158,2.9025,2.82,2.85,2.94,2.79,2024-03-20 14:45:00,17,SPY,514
86,2.9014,2.83,2.92,2.99,2.83,2024-03-20 14:50:00,16,SPY,514
281,2.9318,2.93,2.91,2.99,2.91,2024-03-20 14:55:00,19,SPY,514
71,3.0039,2.97,3.08,3.08,2.95,2024-03-20 15:00:00,26,SPY,514
105,3.1099,3.1,3.12,3.12,3.08,2024-03-20 15:05:00,18,SPY,514
24,3.1983,3.17,3.2,3.24,3.17,2024-03-20 15:10:00,11,SPY,514
154,3.201,3.25,3.19,3.25,3.14,2024-03-20 15:15:00,27,SPY,514
65,3.1595,3.16,3.17,3.17,3.13,2024-03-20 15:20:00,15,SPY,514
142,3.1716,3.16,3.18,3.21,3.08,2024-03-20 15:25:00,26,SPY,514
77,3.127,3.2,2.98,3.23,2.98,2024-03-20 15:30:00,22,SPY,514
32,3.0438,3.08,2.96,3.08,2.94,2024-03-20 15:35:00,9,SPY,514
16,2.9712,2.98,2.93,2.99,2.93,2024-03-20 15:40:00,10,SPY,514
59,2.8637,2.9,2.83,2.91,2.8,2024-03-20 15:45:00,16,SPY,514
223,2.9152,2.87,2.93,2.96,2.86,2024-03-20 15:50:00,29,SPY,514
50,2.929,2.9,2.97,3.01,2.89,2024-03-20 15:55:00,7,SPY,514
56,2.9425,2.95,2.95,2.97,2.93,2024-03-20 16:00:00,16,SPY,514
73,2.8675,2.94,2.77,2.94,2.77,2024-03-20 16:05:00,15,SPY,514
120,2.8122,2.86,2.81,2.86,2.79,2024-03-20 16:10:00,13,SPY,514
118,2.7794,2.75,2.8,2.82,2.75,2024-03-20 16:15:00,17,SPY,514
129,2.9004,2.86,2.92,2.92,2.86,2024-03-20 16:25:00,11,SPY,514
54,2.6969,2.77,2.73,2.77,2.65,2024-03-20 16:30:00,13,SPY,514
33,2.8715,2.83,2.93,2.93,2.83,2024-03-20 16:35:00,7,SPY,514
92,2.967,2.93,2.97,2.99,2.93,2024-03-20 16:40:00,19,SPY,514
59,2.99,2.98,3.01,3.01,2.96,2024-03-20 16:45:00,6,SPY,514
184,3.1186,3.03,3.13,3.13,2.99,2024-03-20 16:50:00,16,SPY,514
60,3.1153,3.11,3.13,3.13,3.1,2024-03-20 16:55:00,9,SPY,514
31,2.9922,3.06,2.99,3.08,2.95,2024-03-20 17:00:00,7,SPY,514
55,2.97,3.03,2.88,3.03,2.88,2024-03-20 17:05:00,10,SPY,514
464,2.7771,2.85,2.66,2.86,2.65,2024-03-20 17:10:00,31,SPY,514
378,2.7547,2.64,2.78,2.79,2.62,2024-03-20 17:15:00,28,SPY,514
50,2.7548,2.8,2.7,2.8,2.7,2024-03-20 17:20:00,12,SPY,514
